Genres,Audience Score,Director,Tomato-meter,Actors,Movie Title
"['Mystery & Suspense', 'Drama']",68,Stephen Gaghan,72,"[' George Clooney', ' Matt Damon', ' Jeffrey Wright', ' Christopher Plummer', ' Chris Cooper', ' Robert Foxworth']",Syriana (2005)
"['Drama', 'Classics', 'Science Fiction & Fantasy', 'Comedy']",93,Henry Koster,84,"[' James Stewart', ' Josephine Hull', ' Peggy Dow', ' Charles Drake', ' Cecil Kellaway', ' Jesse White']",Harvey (1950)
"['Kids & Family', 'Science Fiction & Fantasy', 'Comedy']",59,Tim Hill,63,"[' Josh Charles', ' F Murray Abraham', ' Jerry Nelson', ' Rob Schneider', ' Jeffrey Tambor', ' David Arquette']",Muppets From Space (1999)
"['Mystery & Suspense', 'Drama']",50,Robby Henson,5,"[' Marc Blucas', ' Justine Waddell', ' Laura Jordan', ' Max Ryan', ' Tom Bower', ' Bill Moseley']",Three (2007)
"['Documentary', 'Special Interest']",88,Marah Strauch,89,"[' Marah Strauch', ' Christian Bruno', ' Cecilie Bull', ' Jake Suffian', ' Eric Bruggemann']",Sunshine Superman (2015)
"['Documentary', 'Special Interest']",27,Maja Borg,67,"[' Nadya Cazan', ' Jacques Fresco', ' Roxanne Meadows', ' Colin D. Calway', ' Orlando Capote', ' George Wright']",Future My Love (2012)
"['Drama', 'Kids & Family']",63,Roman Polanski,60,"[' Ben Kingsley', ' Barney Clark', ' Leanne Rowe', ' Mark Strong (II)', ' Jamie Foreman', ' Harry Eden']",Oliver Twist (2005)
"['Drama', 'Action & Adventure', 'Mystery & Suspense']",64,John McTiernan,21,"[' John Travolta', ' Connie Nielsen', ' Samuel L. Jackson', ' Tim Daly', ' Taye Diggs', ' Giovanni Ribisi']",Basic (2003)
"['Art House & International', 'Drama']",47,Radha Bharadwaj,0,"[' Jared Leto', ' Christian Slater', ' Claire Forlani', ' Derek Jacobi', ' Rachel Pickup', ' Crispin Bonham-Carte...']",Basil (1997)
"['Mystery & Suspense', 'Drama']",75,Fenton Bailey,29,"[' Macaulay Culkin', ' Seth Green', ' Chlo\xc3\xab Sevigny', ' Natasha Lyonne', ' Wilmer Valderrama', ' Wilson Cruz']",Party Monster (2003)
"['Drama', 'Action & Adventure', 'Mystery & Suspense']",35,Paul W.S. Anderson,28,"[' Emily Browning', ' Kit Harington', ' Carrie-Anne Moss', ' Adewale Akinnuoye-Ag...', ' Jessica Lucas', ' Jared Harris']",Pompeii (2014)
"['Comedy', 'Kids & Family']",77,Brian Henson,70,"[' Tim Curry', ' The Muppets', ' Kevin Bishop', ' Steve Whitmire', ' Frank Oz', ' Billy Connolly']",Muppet Treasure Island (1996)
['Comedy'],46,David Zucker,11,"[' Kevin P. Farley', ' Kelsey Grammer', ' Leslie Nielsen', ' Trace Adkins', ' Dennis Hopper', ' James Woods']",An American Carol (2008)
"['Drama', 'Romance', 'Art House & International', 'Classics']",95,Marcel Carné,97,"[' Louis Salon', ' Arletty', ' Jean-Louis Barrault', ' Pierre Brasseur', ' Marcel Herrand', ' Louis Salou']",Les Enfants du Paradis (Children of Paradise) (1945)
"['Documentary', 'Special Interest']",36,Michael Moore,29,"[' Michael Moore', ' Eddie Vedder', ' Joan Baez', ' Roseanne Barr', ' Michael Stipe', ' Tom Morello']",Slacker Uprising (2008)
['Drama'],72,Dylan Baker,38,"[' Stephen Lang', ' Alexa Vega', ' Mark Hapka', ' Max Adler', ' Kim Zimmer', ' Bram Hoover']",23 Blast (2014)
['Documentary'],78,Lorenz Knauer,45,"[' Jane Goodall', ' Angelina Jolie', ' Pierce Brosnan', ' Mary Lewis', ' Kofi Annan', ' Hugo Eric Louis van ...']",Jane's Journey (2011)
['Drama'],86,Brian Helgeland,79,"[' Chadwick Boseman', ' Harrison Ford', ' Nicole Beharie', ' Christopher Meloni', ' Ryan Merriman', ' Lucas Black']",42 (2013)
"['Documentary', 'Television', 'Special Interest']",39,Rick Caine,54,"[' John Pierson', ' Noam Chomsky', ' Dave Marsh', ' Ralph Nader', ' Albert Maysles', ' Errol Morris']",Manufacturing Dissent (2007)
['Comedy'],81,Tamra Davis,29,"[' Dave Chappelle', ' Guillermo D\xc3\xadaz', ' Jim Breuer', ' Harland Williams', ' Rachel True', ' Clarence Williams II...']",Half Baked (1998)
['Comedy'],64,David Schwimmer,48,"[' Simon Pegg', ' Thandie Newton', ' Hank Azaria', ' Dylan Moran', ' Matthew Fenton', ' Harish Patel']",Run Fatboy Run (2007)
"['Action & Adventure', 'Romance', 'Comedy']",41,Robert Luketic,11,"[' Ashton Kutcher', ' Katherine Heigl', ' Tom Selleck', "" Catherine O'Hara"", ' Katheryn Winnick', ' Kevin Sussman']",Killers (2010)
"['Art House & International', 'Drama']",57,Lisa Ohlin,53,"[' Bill Skarsg\xc3\xa5rd', ' Helen Sj\xc3\xb6holm', ' Jan Josef Liefers', ' Jonatan S. W\xc3\xa4chter', ' Stefan G\xc3\xb6dicke', ' Maria KulleKarl Linn...']",Simon and the Oaks (2012)
"['Sports & Fitness', 'Drama']",82,James Garner,55,"[' Josh Lucas', ' Derek Luke', ' Emily Deschanel', ' Austin Nichols', ' Evan Jones', ' Jon Voight']",Glory Road (2006)
"['Drama', 'Action & Adventure', 'Mystery & Suspense']",27,John Frankenheimer,25,"[' Ben Affleck', ' Gary Sinise', ' Charlize Theron', ' Dennis Farina', ' Isaac Hayes', ' Donal Logue']",Reindeer Games (Deception) (2000)
"['Drama', 'Mystery & Suspense', 'Classics']",79,Alan J. Pakula,92,"[' Warren Beatty', ' Paula Prentiss', ' William Daniels', ' Walter McGinn', ' Hume Cronyn', ' Kelly Thordsen']",The Parallax View (1974)
['Comedy'],50,Kenny Riches,13,"[' Robert Lorie', ' Patrick Fugit', ' Paul G. Chamberlain', ' Ashly Burch', ' Freddie Wong', ' Lisa Banes']",The Strongest Man (2015)
"['Documentary', 'Special Interest']",80,Chris Bell,96,"[' Mark ""Smelly"" Bell', ' Mike ""Mad Dog"" Bell', ' Rosemary Bell', ' Sheldon Bell', ' Christian Boeving', ' Barry Bonds']","Bigger, Stronger, Faster* (2008)"
"['Drama', 'Action & Adventure']",52,John Badham,84,"[' Roy Scheider', ' Malcolm McDowell', ' Daniel Stern', ' Warren Oates', ' Candy Clark', ' Paul Roebling']",Blue Thunder (1983)
"['Drama', 'Action & Adventure', 'Art House & International']",83,Zacharias Kunuk,90,"[' Natar Ungalaaq', ' Natar Ungalaq', ' Pakkak Innukshuk', ' Lucy Tulugarjuk', ' Peter Arnatsiaq', ' Peter-Henry Arnatsia...']",Atanarjuat: The Fast Runner (2002)
"['Art House & International', 'Drama']",87,Roland Joffé,65,"[' Jeremy Irons', ' Robert De Niro', ' Ray McAnally', ' Aidan Quinn', ' Liam Neeson', ' Ronald Pickup']",The Mission (1986)
"['Drama', 'Science Fiction & Fantasy']",16,Brad Turner,33,"[' Natasha Henstridge', ' Sunny Mabrey', ' Robin Dunne', ' Michael Warren', ' Robert Knepper', ' J.P. Pitoc']",Species III (2004)
"['Drama', 'Comedy']",89,Paul Thomas Anderson,92,"[' Mark Wahlberg', ' Burt Reynolds', ' Julianne Moore', ' John C. Reilly', ' Don Cheadle', ' Heather Graham']",Boogie Nights (1997)
"['Drama', 'Classics']",14,Gary Rogers,17,"[' Noah Danby', ' Jacque Gray', ' Bryce Chamberlain', ' Jan B. Felt', ' Ron Frederickson', ' Roberta Shore']",Book of Mormon (2003)
"['Drama', 'Mystery & Suspense', 'Comedy']",67,Salvatore Stabile,60,"[' Thomas Brandise', ' Michael Parducci', ' Tom Malloy', ' Tony Tucci']",Gravesend (1997)
"['Drama', 'Art House & International', 'Mystery & Suspense']",58,Jerzy Skolimowski,67,"[' Artur Steranko', ' Kinga Preiss', ' Jerzy Fedorowicz', ' Malgorzata Buczkowsk...', ' Marcin Jedrzejewski', ' Redbad Klynstra']",Four Nights With Anna (2008)
"['Comedy', 'Romance']",47,Tom Gormican,23,"[' Zac Efron', ' Michael B. Jordan', ' Miles Teller', ' Imogen Poots', ' Mackenzie Davis', ' Jessica Lucas']",That Awkward Moment (2014)
"['Western', 'Drama', 'Comedy']",32,Peter Markle,0,"[' John Candy', ' Richard Lewis', ' John C. McGinley', ' Ellen Greene', ' Robert Picardo', ' Ed Lauter']",Wagons East! (1994)
"['Drama', 'Action & Adventure', 'Science Fiction & Fantasy']",21,Geoff Murphy,0,"[' Christopher Lambert', ' Pam Grier', ' Patrick Malahide', ' Liz May Brice', ' Willie Garson', ' Anthony C. Hall']",Fortress 2: Re-Entry (1999)
"['Drama', 'Science Fiction & Fantasy']",60,Neil Jordan,70,"[' Colin Farrell', ' Alicja Bachleda-Curu...', ' Alison Barry', ' Dervla Kirwan', ' Stephen Rea', ' Tony Curran']",Ondine (2010)
"['Documentary', 'Television', 'Special Interest']",55,Ben Stassen,73,"[' Stuart Pankin', ' Cassandra Peterson', ' Harry Shearer', ' Andrea Thompson']",Encounter in the Third Dimension (1999)
['Drama'],74,Michael Apted,82,"[' Sigourney Weaver', ' Bryan Brown', ' Julie Harris', ' John Omirah Miluwi', ' Iain Cuthbertson', ' Constantin Alexandro...']",Gorillas in the Mist: The Story of Dian Fossey (1988)
"['Mystery & Suspense', 'Horror']",13,Kaare Andrews,25,"[' Ryan Donowho', ' Brando Eaton', ' Jillian Murray', ' Mitch Ryan', ' Lydia Hearst', ' Sean Astin']",Cabin Fever 3: Patient Zero (2014)
"['Drama', 'Romance', 'Comedy']",72,David Mackenzie,72,"[' Jamie Bell', ' Sophia Myles', ' Ciar\xc3\xa1n Hinds', ' Maurice Ro\xc3\xabves', ' Ewen Bremner', ' Jamie Sives']",Hallam Foe (Mister Foe) (2007)
"['Drama', 'Horror', 'Mystery & Suspense', 'Classics']",84,Joseph L. Mankiewicz,69,"[' Elizabeth Taylor', ' Katharine Hepburn', ' Montgomery Clift', ' Mercedes McCambridge', ' Albert Dekker', ' Gary Raymond']","Suddenly, Last Summer (1959)"
['Drama'],18,Julián Hernández,0,"[' Hugo Catal\xc3\xa1n', ' Gabino Rodr\xc3\xadguez', ' Andrea Portal', ' Iv\xc3\xa1n \xc3\x81lvarez de Aray...', ' Emilio von Sternerfe...', ' Roc\xc3\xado Reyes']",I Am Happiness on Earth (2014)
['Horror'],19,Michael Axelgaard,21,"[' Sam Stockman', ' Jessica Ellerby', ' Matt Stokoe', ' Emily Plumtree', ' Simon Roberts', ' David Bauckham']",Hollow (2012)
['Comedy'],51,Jay Roach,64,"[' Will Ferrell', ' Zach Galifianakis', ' Jason Sudeikis', ' Dylan McDermott', ' Katherine LaNasa', ' Sarah Baker']",The Campaign (2012)
"['Mystery & Suspense', 'Drama']",50,Amy Seimetz,94,"[' Kate Lyn Sheil', ' Kentucker Audley', ' AJ Bowen', ' Kit Gwin', ' Mark Reeb', ' Gregory G. Schmidt']",Sun Don't Shine (2013)
"['Drama', 'Comedy']",48,Rick Rosenthal,45,"[' Gregory Smith', ' Jordana Brewster', ' Ashley Johnson', ' David Moscow', ' David Morse', ' Brian Doyle-Murray']",Nearing Grace (2005)
"['Documentary', 'Special Interest']",72,Phelim McAleer,50,[' Phelim McAleer'],FrackNation (2013)
"['Mystery & Suspense', 'Drama']",88,"Gregory ""Mars"" Martin",34,"[' Mars Callahan', ' Chazz Palminteri', ' Rick Schroder', ' Rod Steiger', ' Alison Eastwood', ' Michael Rosenbaum']",Poolhall Junkies (2002)
"['Science Fiction & Fantasy', 'Animation']",98,Mark Osborne,100,"[' Jeff Bridges', ' James Franco', ' Rachel McAdams', ' Marion Cotillard', ' Paul Rudd', ' Benicio Del Toro']",The Little Prince (2015)
"['Documentary', 'Drama', 'Art House & International', 'Special Interest']",56,Juan Carlos Rulfo,73,"[' Shorty Rogers & His ...', ' El Grande', ' Juan Diaz ""El Guapo""...', ' Jose Galcada', ' Vincencio Martinez', ' Chompiros']",In the Pit (2007)
"['Drama', 'Art House & International', 'Comedy']",70,Andreas Dresen,57,"[' Inka Friedrich', ' Nadja Uhl', ' Andreas Schmidt', ' Stefanie Sch\xc3\xb6nfeld', ' Stephanie Sch\xc3\xb6nfeld', ' Christel Peters']",Sommer vorm Balkon (Summer in Berlin) (2007)
"['Romance', 'Classics', 'Comedy']",78,Delbert Mann,89,"[' Doris Day', ' Rock Hudson', ' Tony Randall', ' Edie Adams', ' Jack Oakie', ' Jack Kruschen']",Lover Come Back (1961)
"['Drama', 'Animation', 'Kids & Family', 'Science Fiction & Fantasy']",94,Hayao Miyazaki,93,"[' Dakota Fanning', ' Elle Fanning', ' Tim Daly', ' Lea Salonga', ' Pat Carroll', ' Lisa Michelson']",My Neighbor Totoro (1988)
"['Drama', 'Classics']",92,Alexander Mackendrick,98,"[' Burt Lancaster', ' Tony Curtis', ' Susan Harrison', ' Martin Milner', ' Sam Levene', ' Barbara Nichols']",Sweet Smell of Success (1957)
"['Western', 'Drama', 'Action & Adventure']",51,Walter Hill,53,"[' Jason Patric', ' Gene Hackman', ' Robert Duvall', ' Matt Damon', ' Wes Studi', ' Rodney A. Grant']",Geronimo - An American Legend (1993)
"['Art House & International', 'Drama']",71,Feroze Khan,40,"[' Darshan Jariwala', ' Akshaye Khanna', ' Bhumika Chawla', ' Shefali Shah', ' Vinay Jain', ' Daniel Janks']","Gandhi, My Father (2007)"
['Comedy'],52,Christian Vincent,68,"[' Catherine Frot', "" Jean d'Ormesson"", ' Hippolyte Girardot', ' Arthur Dupont', ' Jean-Marc Roulot', ' Brice Fournier']",Haute Cuisine (2013)
"['Horror', 'Art House & International', 'Mystery & Suspense', 'Comedy']",60,Yuthlert Sippapak,60,"[' Laila Boonyasak', ' Krit Sripoomseth', ' Chompunoot Piyapane']",Rahtree: Flower of the Night (2003)
"['Classics', 'Comedy']",64,Mel Brooks,92,"[' Mel Brooks', ' Ron Moody', ' Frank Langella', ' Dom DeLuise', ' Bridget Brice', ' Robert Bernal']",The Twelve Chairs (1970)
"['Drama', 'Horror', 'Mystery & Suspense', 'Classics']",39,Larry Cohen,69,"[' John P. Ryan', ' Sharon Farrell', ' Andrew Duggan', ' Guy Stockwell', ' James Dixon', ' Michael Ansara']",It's Alive (1973)
"['Mystery & Suspense', 'Drama']",32,Asif Kapadia,16,"[' Sarah Michelle Gella...', ' Sam Shepard', ' Darrian McClanahan', ' J.C. MacKenzie', ' Adam Scott', ' Frank Ertl']",The Return (2006)
"['Art House & International', 'Drama']",81,François Truffaut,94,"[' Isabelle Adjani', ' Reubin Dorey', ' Sylvia Marriott', ' Bruce Robinson', ' Reuben Dorey', ' M. White']",The Story of Adele H (1975)
"['Drama', 'Action & Adventure', 'Art House & International', 'Mystery & Suspense', 'Classics']",90,Arthur Penn,100,"[' Burt Lancaster', ' Jeanne Moreau', ' Paul Scofield', ' Suzanne Flon', ' Michel Simon', ' Wolfgang Preiss']",The Train (1965)
"['Documentary', 'Special Interest']",60,Craig Scott Rosebraugh,69,"[' Dr. Kevin Trenberth', ' Dr. Michael Mann', ' Michael Mann', ' Mike Petkash', ' Maria Petkash', ' Bill Brown']",Greedy Lying Bastards (2013)
"['Drama', 'Comedy']",30,Kees Van Oostrum,20,"[' Liev Schreiber', ' Jeanne Tripplehorn', ' Joelle Carter', ' Louise Fletcher', ' Ren\xc3\xa9e Soutendijk', ' Kevin Rooney']",A Perfect Man (2013)
"['Horror', 'Comedy']",45,Mitchell Lichtenstein,79,"[' Jess Weixler', ' John Hensley', ' Josh Pais', ' Hale Appleman', ' Lenny von Dohlen', ' Vivienne Benesch']",Teeth (2007)
"['Documentary', 'Art House & International', 'Special Interest']",69,Arnon Goldfinger,84,[' Arnon Goldfinger'],The Flat (2012)
"['Mystery & Suspense', 'Drama']",40,Sam Irvin,50,"[' Debra Winger', ' Theresa Russell', ' Sami Frey', ' Dennis Hopper', ' Nicol Williamson', ' Diane Ladd']",Black Widow (1987)
"['Drama', 'Comedy']",52,Matt D'Elia,59,"["" Matt D'Elia"", ' Brendan Fletcher', ' Mircea Monroe', ' Angela Sarafyan', ' Billie']",American Animal (2012)
"['Musical & Performing Arts', 'Drama']",53,David M. Rosenthal,52,"[' Abigail Breslin', ' Alessandro Nivola', ' Elisabeth Shue', ' Peter Stormare', ' Frances Fisher', ' Brittany Snow']",Janie Jones (2011)
['Drama'],72,Julian Pölsler,76,"[' Martina Gedeck', ' Ulrike Beimpold', ' Karlheinz Hackl', ' Wolfgang Maria Bauer', ' Wolfgang Bauer', ' Hans-Michael Rehberg']",The Wall (2013)
"['Documentary', 'Television', 'Special Interest']",94,Bill Couturié,100,"[' Martin Sheen', ' Tom Berenger', ' Robert De Niro', ' Ellen Burstyn', ' J. Kenneth Campbell', ' Richard Chaves']",Dear America: Letters Home from Vietnam (1987)
"['Drama', 'Classics']",94,Alberto Cavalcanti,100,"[' Leslie Banks', ' Basil Sydney', ' Frank Lawton', ' Elizabeth Allan', ' Valerie Taylor', ' John Slater']",Went the Day Well? (1942)
"['Documentary', 'Drama', 'Art House & International', 'Special Interest']",92,Nicolas Philibert,97,"[' Georges Lopez', ' Aliz\xc3\xa9', ' Axel', ' Guillaume', ' Jessie', ' Johan']",To Be and to Have (Etre et Avoir) (2003)
"['Documentary', 'Special Interest']",72,Lucy Walker,81,"[' Valerie Plame Wilson', ' Valerine Plame Wilso...', ' Rolf Mowatt-Larssen', ' Lawrence Scott Sheet...', ' Zia Mian', ' Pervez Musharraf']",Countdown to Zero (2010)
"['Drama', 'Action & Adventure', 'Art House & International', 'Classics']",93,Akira Kurosawa,100,"[' Toshiro Mifune', ' Misa Uehara', ' Minoru Chiaki', ' Kamatari Fujiwara', ' Susumu Fujita', ' Takashi Shimura']",The Hidden Fortress (kakushi-toride No San-akunin) (1958)
"['Action & Adventure', 'Horror', 'Mystery & Suspense']",27,David Hackl,33,"[' James Marsden', ' Thomas Jane', ' Piper Perabo', ' Billy Bob Thornton', ' Scott Glenn', ' Adam Beach']",Into The Grizzly Maze (2015)
['Action & Adventure'],47,Dave Green,48,"[' Teo Halm', ' Astro', ' Ella Linnea Wahleste...', ' Reese C. Hartwig', ' Jason Gray-Stanford', ' Brian Bradley']",Earth to Echo (2014)
"['Action & Adventure', 'Romance', 'Comedy']",47,Peter Yates,0,"[' Penelope Ann Miller', ' Tim Daly', ' Louis Jourdan', ' Timothy Daly', ' Art Malik', ' Ian Richardson']",Year of the Comet (1992)
"['Action & Adventure', 'Comedy']",54,John Huston,67,"[' Humphrey Bogart', ' Jennifer Jones', ' Gina Lollobrigida', ' Robert Morley', ' Peter Lorre', ' Edward Underdown']",Beat the Devil (1953)
"['Western', 'Drama', 'Romance']",72,Robert Redford,73,"[' Robert Redford', ' Kristin Scott Thomas', ' Scarlett Johansson', ' Sam Neill', ' Dianne Wiest', ' Chris Cooper']",The Horse Whisperer (1998)
"['Western', 'Drama', 'Classics']",74,John Ford,100,"[' William Holden', ' John Wayne', ' Constance Towers', ' Althea Gibson', ' Hoot Gibson', ' Anna Lee']",The Horse Soldiers (1959)
"['Drama', 'Art House & International', 'Mystery & Suspense']",60,Kristian Levring,71,"[' Ulrich Thomsen', ' Paprika Steen', ' Emma Sehested H\xc3\xb8eg', ' Lars Brygmann', ' Stine Stengade', ' Josephine Marcher Sa...']","Den du frygter, (Fear Me Not) (2009)"
"['Horror', 'Romance', 'Science Fiction & Fantasy']",80,Francis Ford Coppola,79,"[' Gary Oldman', ' Winona Ryder', ' Anthony Hopkins', ' Keanu Reeves', ' Sadie Frost', ' Tom Waits']",Bram Stoker's Dracula (1992)
"['Drama', 'Art House & International', 'Comedy']",83,Federico Fellini,62,"[' Britta Barnes', ' Federico Fellini', ' Pia De Doses', ' Fiona Florence', ' Stefano Majore', ' Renato Giovannoli']",Fellini's Roma (1972)
"['Documentary', 'Drama', 'Sports & Fitness', 'Special Interest']",88,Simon Wincer,61,"[' Kiefer Sutherland', ' Jeff Gordon', ' Dale Earnhardt', ' Tony Stewart', ' Jimmie Johnson', ' Bobby Labonte']",NASCAR: The IMAX Experience (2004)
"['Action & Adventure', 'Comedy']",33,Rick Friedberg,8,"[' Leslie Nielsen', ' Nicollette Sheridan', ' Charles Durning', ' Andy Griffith', ' Stephanie Romanov', ' Ray Charles']",Spy Hard (1996)
"['Drama', 'Action & Adventure', 'Mystery & Suspense']",94,Charles Stone,51,"[' Wood Harris', ' Mekhi Phifer', ' Kevin Carroll', ' Esai Morales', ' Chi McBride', "" Cam'ron""]",Paid in Full (2002)
['Documentary'],77,Jon Shenk,98,"[' President Mohamed Na...', ' Aminath Shauna', ' Mohamed Aslam', ' Mark Lynas', ' Ahmed Naseem', ' Paul Roberts']",The Island President (2012)
"['Documentary', 'Special Interest']",93,Marshall Curry,100,"[' Cory Booker', ' Sharpe James', ' Pablo Fonseca', ' Rich McGrath', ' Al Sharpton', ' Jesse Jackson']",Street Fight (2005)
"['Drama', 'Comedy']",91,Mike Leigh,94,"[' Timothy Spall', ' Brenda Blethyn', ' Phyllis Logan', ' Marianne Jean-Baptis...', ' Claire Rushbrook', ' Ron Cook']",Secrets & Lies (1996)
"['Documentary', 'Special Interest']",82,Joe Sorge,50,"[' Drew Pinsky', ' Gloria Allred', ' Wendy Archer', ' Alexandra Borg', ' Dennis Braun', ' Sue Brewington']",Divorce Corp. (2014)
"['Documentary', 'Special Interest']",81,Alex Gibney,83,"[' Stanley Tucci', ' Paul Rudd', ' Jack Abramoff', ' William Branner', ' Tom Delay', ' Donn Dunlop']",Casino Jack And The United States Of Money (2010)
"['Mystery & Suspense', 'Horror']",51,Jeff Wadlow,22,"[' Julian Morris', ' Lindy Booth', ' Jared Padalecki', ' Jon Bon Jovi', ' Kristy Wu', ' Sandra McCoy']",Cry Wolf (2005)
"['Drama', 'Art House & International', 'Comedy']",79,Zhang Ke Jia,79,"[' Wang Hong Wei', ' Tao Zhao', ' Liang Jing-dong', ' Bo Wang', ' Jing Dong Liang', ' Tian Yi Yang']",Zhantai (Platform) (2000)
['Comedy'],34,Jason Friedberg,7,"[' Alyson Hannigan', ' Adam Campbell', ' Jennifer Coolidge', ' Tony Cox', ' Fred Willard', ' Eddie Griffin']",Date Movie (2006)
['Drama'],52,Greta Gerwig,89,"[' Greta Gerwig', ' Joe Swanberg', ' Elizabeth Donius', ' Jay Duplass', ' Kent Osborne', ' Lynn Shelton']",Nights and Weekends (2008)
"['Musical & Performing Arts', 'Documentary']",79,Johnathan Demme,90,"[' Neil Young', ' Emmylou Harris', ' Ben Keith', ' Spooner Oldham', ' Rick Rosas', ' Karl Himmel']",Neil Young: Heart of Gold (2006)
"['Classics', 'Comedy']",74,Woody Allen,88,"[' Woody Allen', ' Louise Lasser', ' Howard Cosell', ' Carlos Montalban', ' Jacobo Morales', ' Natividad Abascal']",Bananas (1971)
"['Comedy', 'Romance']",64,Savage Steve Holland,60,"[' John Cusack', ' Demi Moore', ' Joel Murray', ' Curtis Armstrong', ' Bob Goldthwait', ' Tom Villard']",One Crazy Summer (1986)
"['Art House & International', 'Drama']",53,Lisa Cholodenko,68,"[' Frances McDormand', ' Christian Bale', ' Kate Beckinsale', ' Natascha McElhone', ' Alessandro Nivola', ' Lou Barlow']",Laurel Canyon (2003)
"['Science Fiction & Fantasy', 'Horror']",29,Erle C. Kenton,50,"[' Lon Chaney Jr', ' John Carradine', "" Martha O'Driscoll"", ' Lon Chaney', ' Lionel Atwill', ' Jane Adams (II)']",House of Dracula (1945)
"['Classics', 'Comedy']",75,Peter Godfrey,88,"[' Barbara Stanwyck', ' Dennis Morgan', ' Sydney Greenstreet', ' Reginald Gardiner', ' S.Z. Sakall', ' Robert Shayne']",Christmas in Connecticut (1945)
