	Audience Score	Tomato-meter	Year	Genre	Director
94845	60	72	2002	Drama	Paul Schrader
94846	82	54	2001	Drama	Jean-Jacques Annaud
94847	33	50	2005	Drama	Russell Brown
94852	82	90	1982	Drama	Dennis Hopper
94854	93	88	1986	Drama	Oliver Stone
94856	80	67	1999	Drama	Gregor Jordan
94860	82	56	2004	Drama	Wes Anderson
94861	45	43	2011	Drama	Clint Eastwood
94863	32	100	2012	Drama	Chantal Akerman
94864	61	82	2015	Drama	Kevin Macdonald
94869	83	98	2014	Drama	Kim Mordaunt
94870	91	71	1988	Drama	Paul Bogart
94871	33	64	2012	Drama	Steven C. Miller
94872	81	100	1983	Drama	Jonathan Kaplan
94873	42	33	2014	Drama	Enid Zentelis
94875	36	0	2006	Drama	David J. Burke
94878	54	91	1994	Drama	David O. Russell
94879	86	100	1976	Drama	François Truffaut
94881	100	100	2015	Drama	Andrew Haigh
94883	86	87	1993	Drama	Emir Kusturica
94887	38	100	1937	Drama	Robert Stevenson
94889	67	33	2003	Drama	Alessandro D'Alatri
94890	40	65	2013	Drama	Brandon Cronenberg
94893	83	88	1987	Drama	Paul Verhoeven
94894	52	20	1998	Drama	Jeff Celentano
94897	37	16	2009	Drama	Brandon Camp
94899	42	33	2006	Drama	Gregory Hatanaka
94900	81	88	2000	Drama	Tom Gilroy
94901	75	56	2005	Drama	Mark Waters
94903	80	85	2015	Drama	Thomas Vinterberg
94905	57	35	2008	Drama	Pete Travis (II)
94906	67	84	1988	Drama	Mike Nichols
94910	50	29	2009	Drama	Jonas Pate
94911	74	69	2002	Drama	Brett Ratner
94915	78	100	1963	Drama	Peter Tewksbury
94919	53	82	2014	Drama	Simon Hawkins
94920	82	70	2011	Drama	Gustavo Taretto
94921	82	33	2010	Drama	Brian Baugh
94928	87	100	2013	Drama	Anthony Asquith
94930	46	88	1949	Drama	Douglas Sirk
94932	32	24	2014	Drama	Denis Hennelly
94933	72	44	1994	Drama	Oliver Stone
94935	62	70	1971	Drama	Harry Kümel
94941	73	85	1995	Drama	Darrell Roodt
94942	63	55	2009	Drama	Jaume Collet-Serra
94944	30	17	2004	Drama	Jean Beaudin
94948	79	89	1937	Drama	Yoon Yeo-Chang
94949	89	100	1981	Drama	Georg Wilhelm Pabst
94957	52	41	2007	Drama	Rod Hardy
94959	70	70	1995	Drama	Mina Shum
94960	87	71	1997	Drama	Luc Besson
94962	94	100	1982	Drama	Ingmar Bergman
94963	25	0	2014	Drama	Brian A. Miller
94964	55	100	1976	Drama	Paul Humfress
94965	65	58	2002	Drama	Duncan Roy
94968	90	80	1996	Drama	Kasi Lemmons
94969	58	71	1972	Drama	Bob Rafelson
94970	45	6	1990	Drama	Zalman King
94971	79	63	1999	Drama	Milos Forman
94980	75	90	1994	Drama	Tommy Noonan
94981	40	31	2001	Drama	Joe Roth
94986	63	64	2006	Drama	Amnon Buchbinder
94991	58	54	2009	Drama	Robert Zemeckis
94992	65	53	2010	Drama	Yórgos Avgerópoulos
94993	81	67	1968	Drama	John Boorman
94994	80	81	1979	Drama	Norman Jewison
94996	26	45	1995	Drama	David Frankel
94999	66	89	2014	Drama	David Wnendt
95000	61	40	2015	Drama	Analeine Cal y Mayor
95001	81	96	1971	Drama	Alan J. Pakula
95003	44	14	1987	Drama	Rick Rosenthal
95006	46	67	1968	Drama	Duilio Coletti
95008	55	68	2010	Drama	Floria Sigismondi
95009	42	0	2015	Drama	Jarret Tarnol
95013	60	76	2013	Drama	John Krokidas
95014	65	8	1998	Drama	Christopher Guest
95015	55	67	2013	Drama	Johnathan Gurfinkel
95022	44	50	1998	Drama	Alain Zaloum
95023	74	76	2009	Drama	Nicolas Winding Refn
95024	57	100	2003	Drama	Stuart Gordon
95028	73	75	1978	Drama	Martin Ritt
95029	85	96	1982	Drama	Don Bluth
95032	59	84	1955	Drama	Stanley Kubrick
95033	86	75	1987	Drama	Siu-Tung Ching
95034	80	81	2006	Drama	Johnnie To
95035	65	84	1976	Drama	Nagisa Oshima
95036	77	100	2012	Drama	Thom Fitzgerald
95039	75	30	2015	Drama	George Tillman Jr.
95043	81	81	2012	Drama	Yoichi Sai
95044	51	60	2000	Drama	Andre Techine
95047	28	9	2013	Drama	Karl Golden
95049	61	64	1989	Drama	Steven Spielberg
95050	89	88	1979	Drama	Robert Benton
95052	34	40	2007	Drama	Robert Cuffley
95057	78	86	1997	Drama	Iain Softley
95058	61	72	2010	Drama	John Requa
95059	76	96	1977	Drama	George A. Romero
95061	71	88	2006	Drama	Andrew Bujalski
95062	81	96	2014	Drama	Ignacio Ferreras de Zumarraga
95064	84	89	1990	Drama	Whit Stillman
95066	87	100	2003	Drama	Louis Bélanger
95075	67	54	2010	Drama	Daniel Alfredson
95076	99	87	2015	Drama	Denis Villeneuve
95077	89	92	2001	Drama	Guillermo del Toro
95078	70	35	2000	Drama	Dein Perry
95079	54	78	2008	Drama	Wayne Wang
95082	90	50	2015	Drama	Dito Montiel
95088	88	55	2010	Drama	Roger Spottiswoode
95091	85	84	2014	Drama	Talya Lavie
95093	78	98	2007	Drama	Peter Djigirr
95094	78	86	1954	Drama	Gordon Douglas
95095	80	67	1974	Drama	Claude Lelouch
95097	82	94	2014	Drama	Alejandro Jodorowsky
95099	22	51	2008	Drama	Barry Levinson
95104	60	89	2012	Drama	Craig Zobel
95105	88	100	2015	Drama	Musa Syeed
95106	92	90	2001	Drama	Aoyama Shinji
95107	71	37	2005	Drama	John Dahl
95110	91	97	2001	Drama	Ágnes Hranitzky
95111	67	100	1996	Drama	Seth Zvi Rosenfeld
95116	54	67	2012	Drama	Marshall Lewy
95117	75	65	2005	Drama	Louis Leterrier
95118	100	86	2007	Drama	Tony Rogers
95120	44	80	1954	Drama	Richard Thorpe
95123	78	85	2009	Drama	Anthony Fabian
95126	89	94	2008	Drama	Gus Van Sant
95127	23	38	2012	Drama	Ry Russo-Young
95131	68	60	1946	Drama	Jean Negulesco
95134	44	12	2004	Drama	Peter Richardson
95136	87	67	1994	Drama	Nanni Moretti
95137	35	27	2006	Drama	Bart Freundlich
95140	64	43	2007	Drama	Neil Jordan
95141	36	0	1988	Drama	David Anspaugh
95144	35	29	2011	Drama	Christopher B. Landon
95151	87	100	1950	Drama	Otto Preminger
95152	85	94	2001	Drama	Paul Pawlikowski
95153	59	71	2001	Drama	Mark Joffe
95155	46	63	1954	Drama	Jean Negulesco
95156	88	89	2003	Drama	Michael Winterbottom
95158	81	100	1948	Drama	Anthony Mann
95160	33	50	2009	Drama	David Segel
95163	89	100	1947	Drama	Michael Powell
95167	79	100	2014	Drama	Eskil Vogt
95177	50	80	2013	Drama	Sally Potter
95183	55	65	1991	Drama	Irwin Winkler
95184	65	63	2007	Drama	Mike Cahill
95185	77	80	2003	Drama	Tim Fywell
95186	48	41	1974	Drama	Jack Clayton
95194	96	93	1994	Drama	Quentin Tarantino
95196	50	71	2008	Drama	Ryuhei Kitamura
95197	82	94	1938	Drama	William Wyler
95198	59	30	2008	Drama	Marcos Siega
95200	38	17	2002	Drama	Lorena David
95201	38	86	1986	Drama	Robert Dornhelm
95202	95	97	1988	Drama	Isao Takahata
95206	79	83	1953	Drama	Jean Negulesco
95208	66	63	2002	Drama	Marina de Van
95212	66	57	2008	Drama	Lori Petty
95213	76	73	2003	Drama	John Crowley
95214	48	75	2010	Drama	Conor McPherson
95217	32	24	2005	Drama	Michael Winterbottom
95218	79	75	1990	Drama	Philip Ridley
95221	78	56	2004	Drama	Banjong Pisanthanakun
95223	72	100	1984	Drama	Francesco Rosi
95225	75	90	2009	Drama	Oren Moverman
95227	80	97	2014	Drama	Lukas Moodysson
95232	34	38	2010	Drama	George Hickenlooper
95233	75	38	2006	Drama	Catherine Hardwicke
95234	49	63	2004	Drama	Todd Phillips
95235	36	9	2012	Drama	Roberto Faenza
95236	76	36	1985	Drama	Ivan Passer
95237	79	100	2006	Drama	Kunal Kohli
95239	84	85	2013	Drama	Jim Rash
95240	61	54	2011	Drama	Spencer Susser
95241	89	88	2010	Drama	Javier Fuentes-len
95242	90	90	1968	Drama	Anthony Harvey
95243	78	23	1990	Drama	Greydon Clark
95245	89	84	1969	Drama	Sydney Pollack
95249	81	85	1965	Drama	Martin Ritt
95254	64	69	2008	Drama	Jeremy Podeswa
95257	67	60	2010	Drama	Jeffrey Fine
95258	87	34	2001	Drama	Jessie Nelson
95262	67	64	2013	Drama	Baltasar Kormákur
95263	70	82	2002	Drama	Charles Stone
95264	89	72	2014	Drama	Stephen Daldry
95266	73	63	1995	Drama	Kathryn Bigelow
95270	63	40	1974	Drama	Bo Arne Vibenius
95271	51	83	2010	Drama	Ben Safdie
95272	67	17	2012	Drama	Lisa Albright
95276	94	89	2003	Drama	Joon-ho Bong
95278	47	53	2014	Drama	Babak Najafi
95279	90	100	1936	Drama	Gregory La Cava
95281	41	67	2013	Drama	Jill Soloway
95285	78	60	2001	Drama	Alex Cox
95286	76	86	2013	Drama	Geoffrey Enthoven
95290	64	63	1999	Drama	Paul Wagn
95293	79	97	1976	Drama	John Carpenter
95296	67	27	2011	Drama	Olivier Megaton
95297	50	33	2015	Drama	James Erskine
95298	75	70	2007	Drama	Steven Soderbergh
95301	78	87	1972	Drama	Billy Wilder
95305	89	86	2000	Drama	Kinji Fukasaku
95306	87	90	1971	Drama	Louis Malle
95308	76	80	1960	Drama	Lewis Gilbert
95311	57	62	2005	Drama	Terrence Malick
95316	72	60	1947	Drama	Lewis Allen
95317	46	41	2002	Drama	Matthew Bright
95320	93	95	1969	Drama	Costa-Gavras
95321	74	100	1968	Drama	Jean-Luc Godard
95324	85	90	1992	Drama	Alfonso Arau
95330	73	47	2004	Drama	Pieter Kramer
95331	29	4	1994	Drama	Luis Llosa
95332	82	80	1991	Drama	Shirley Sun
95336	75	44	2003	Drama	Eric Till
95337	40	55	1978	Drama	Meir Zarchi
95338	34	16	2007	Drama	Doug Lefler
95339	82	83	1996	Drama	Caroline Link
95340	83	78	1999	Drama	Jim Fall
95342	87	92	1966	Drama	Jean-Luc Godard
95344	15	13	2000	Drama	Boris Damast
95346	91	95	2006	Drama	Guillermo del Toro
95348	51	49	2006	Drama	Douglas MacKinnon
95357	70	76	1958	Drama	Bob Fosse
95362	89	83	2008	Drama	Hong-jin Na
95364	78	68	1983	Drama	Lawrence Kasdan
95365	72	90	2015	Drama	Ragnar Bragason
95368	49	88	1935	Drama	George Cukor
95369	77	68	1962	Drama	Howard Hawks
95370	74	73	1999	Drama	David Moreton
95371	69	29	1989	Drama	Graeme Clifford
95372	75	40	2012	Drama	Shimon Dotan
95375	74	90	2012	Drama	Daniel Auteuil
95376	80	54	2005	Drama	Dave McKean
95377	86	93	1962	Drama	Sidney Lumet
95379	72	100	1984	Drama	Leos Carax
95380	78	87	1972	Drama	Alfred Hitchcock
95382	59	68	2009	Drama	Michael Mann
95383	77	89	2001	Drama	Baltasar Kormákur
95384	54	48	2002	Drama	Barry Sonnenfeld
95386	60	60	2008	Drama	Suzie Halewood
95387	90	100	1975	Drama	Woody Allen
95388	65	71	1998	Drama	Whit Stillman
95391	72	76	2004	Drama	Rodney Evans
95392	79	86	2005	Drama	Johnnie To
95393	92	88	1996	Drama	Peter Chan
95394	83	82	2002	Drama	Henry Bean
95398	92	92	2011	Drama	Denis Villeneuve
95403	68	90	2014	Drama	Sam Fleischner
95404	52	29	2009	Drama	William Dear
95407	87	97	1993	Drama	Stephen Frears
95408	21	28	2010	Drama	Mitchell Lichtenstein
95409	30	50	2013	Drama	Eric England
95410	69	80	2014	Drama	Tate Taylor
95413	91	66	2002	Drama	Rick Famuyiwa
95415	75	79	2003	Drama	Richard Kwietniowski
95416	74	95	1994	Drama	Mike Newell
95420	74	100	1970	Drama	Vicente Minelli
95423	69	86	1958	Drama	Otto Preminger
95426	80	80	1993	Drama	Mike Newell
95429	93	90	2004	Drama	Wolfgang Becker
95432	75	45	1995	Drama	Lawrence Kasdan
95433	73	17	1994	Drama	Alek Keshishian
95438	54	63	2012	Drama	Casper Andreas
95443	69	67	1999	Drama	François Ozon
95444	49	0	2012	Drama	Ellie Kanner
95446	66	45	2010	Drama	Chi-Jan Hou
95450	56	91	1974	Drama	Antonio Margheriti
95452	49	45	2007	Drama	Ray Yeung
95453	67	14	2002	Drama	P.J. Hogan
95457	60	69	2013	Drama	Park Chan-wook
95458	68	61	2005	Drama	Sam Mendes
95461	78	86	2001	Drama	Francis Veber
95463	56	54	1948	Drama	Fritz Lang
95464	66	30	2015	Drama	Robert Schwentke
95466	85	52	2004	Drama	Larry Blamire
95469	61	51	2006	Drama	Elizabeth Allen (II)
95471	44	60	2014	Drama	Angus MacLachlan
95472	56	86	2014	Drama	Michael Winterbottom
95473	45	26	1999	Drama	Toni Kalem
95474	74	100	1969	Drama	Herbert Ross
95476	83	100	1990	Drama	Norman René
95477	44	100	1945	Drama	Rowland V. Lee
95478	63	58	1991	Drama	W. D. Richter
95480	63	54	1987	Drama	Marek Kanievska
95482	44	16	2008	Drama	Doug Liman
95485	57	60	2012	Drama	Gonçalo Tocha
95489	100	95	2015	Drama	Todd Haynes
95490	81	90	1998	Drama	Hsiao-hsien Hou
95492	80	85	1988	Drama	John Sayles
95493	77	92	1992	Drama	Alexandre Rockwell
95496	89	55	1993	Drama	Wim Wenders
95497	81	100	1936	Drama	Jean Renoir
95498	82	77	2013	Drama	Martin Scorsese
95506	59	67	2003	Drama	Damian Nieman
95507	59	46	2000	Drama	Robert Zemeckis
95508	69	90	1951	Drama	John Huston
95511	47	91	1988	Drama	Jonathan Demme
95513	68	100	1948	Drama	Jean Negulesco
95518	74	100	1953	Drama	Douglas Sirk
95522	35	50	2013	Drama	Jay Gammill
95523	46	33	1985	Drama	James Glickenhaus
95528	74	70	1990	Drama	Alan Parker
95530	62	76	2014	Drama	Jen McGowan
95534	87	100	1927	Drama	Frank Borzage
95539	81	71	2006	Drama	Michel Gondry
95541	62	39	1985	Drama	Richard Attenborough
95544	44	20	1985	Drama	Hal Barwood
95545	89	91	2007	Drama	"Pegg and Edgar Wright (""Shaun of the Dead"")"
95550	25	14	2013	Drama	Max Mayer
95552	88	100	1978	Drama	Paul Schrader
95554	49	80	1977	Drama	Rainer Werner Fassbinder
95556	48	60	2006	Drama	Philip Chidel
95557	23	16	2004	Drama	George Armitage
95558	35	23	2014	Drama	Paul Haggis
95560	25	18	2006	Drama	Mathew Barney
95562	71	80	1947	Drama	Edward Buzzell
95565	39	22	2014	Drama	Atom Egoyan
95569	62	40	2006	Drama	Adam Rapp
95571	78	62	1992	Drama	David Lynch
95574	26	22	2015	Drama	Ruba Nadda
95576	90	91	2000	Drama	Stephen Frears
95578	60	86	1955	Drama	Samuel Fuller
95579	64	85	2015	Drama	Thomas Lilti
95580	81	91	1947	Drama	Delmer Daves
95581	43	76	1987	Drama	Ridley Scott
95583	81	81	2014	Drama	Hong Khaou
95584	47	20	2000	Drama	Bruce Paltrow
95587	38	18	2005	Drama	Lee Daniels
95590	88	97	2009	Drama	Daniel Monzón
95592	77	86	2012	Drama	Tono Errando
95593	84	71	1992	Drama	Régis Wargnier
95596	51	60	1940	Drama	Ben Hecht
95599	29	29	1967	Drama	Otto Preminger
95600	23	38	2008	Drama	Jeremy Alter
95604	43	59	2008	Drama	Abel Ferrara
95607	40	43	2002	Drama	Agnieszka Holland
95608	67	57	2003	Drama	David Gleeson
95611	60	27	2004	Drama	Roy Finch
95613	86	88	2004	Drama	Pedro Almodóvar
95615	47	57	2011	Drama	Jean-Claude Schlim
95618	76	68	2015	Drama	Jean-Pierre Améris
95619	53	33	2014	Drama	Sicheng Chen
95621	45	24	2003	Drama	Larry Charles
95622	74	69	2006	Drama	Richard Linklater
95623	58	94	2013	Drama	Jem Cohen
95624	61	100	1940	Drama	Clarence Brown
95625	88	93	2011	Drama	Marius Holst
95626	78	61	2004	Drama	Bernardo Bertolucci
95627	51	60	1945	Drama	Henry Hathaway
95629	33	10	2010	Drama	Álex de la Iglesia
95630	58	56	2008	Drama	Charles Martin Smith
95632	47	33	1990	Drama	Bruce Malmuth
95633	65	55	1973	Drama	Larry Cohen
95634	67	50	1973	Drama	David Miller
95636	73	45	2013	Drama	Michael D. Olmos
95638	27	20	2015	Drama	Daniel Alfredson
95641	91	33	2014	Drama	Stephen Lance
95643	89	97	1960	Drama	Michelangelo Antonioni
95650	28	50	1989	Drama	Michael Schroeder
95655	58	55	1989	Drama	John Milius
95656	81	78	1987	Drama	Oliver Stone
95659	77	81	2003	Drama	Corey Yuen
95661	40	60	2012	Drama	Jamie Linden
95662	54	25	1990	Drama	Arthur Hiller
95663	71	62	1960	Drama	Preminger
95664	86	92	2003	Drama	Ingmar Bergman
95665	76	89	2006	Drama	Fabián Bielinsky
95666	79	88	2014	Drama	James Ward Byrkit
95672	65	25	2006	Drama	Ridley Scott
95674	69	63	1985	Drama	Geoffry Murphy
95675	59	60	2007	Drama	Milcho Manchevski
95676	43	57	2004	Drama	John Stephenson (II)
95679	62	81	2011	Drama	Bertrand Bonello
95681	69	54	1999	Drama	Brian Helgeland
95682	93	20	2014	Drama	Eric Chaney
95687	46	29	1993	Drama	Abel Ferrara
95688	33	70	1979	Drama	Abel Ferrara
95689	70	65	2006	Drama	Nicholas Hytner
95690	32	48	2003	Drama	Robert Duvall
95696	86	86	1965	Drama	Federico Fellini
95698	87	69	2007	Drama	Richard La Gravenese
95701	70	40	1978	Drama	Bob Dylan
95702	85	91	2002	Drama	Spike Jonze
95705	74	71	1963	Drama	Wolfgang Reitherman
95706	76	69	2002	Drama	Lorna Cook
95707	91	100	2000	Drama	Guy Green
95708	51	39	2006	Drama	Fabrice Du Welz
95709	79	84	2001	Drama	Ming-liang Tsai
95710	40	40	2005	Drama	Luke Wilson
95711	84	59	2003	Drama	Tim McCanlies
95712	54	73	2011	Drama	Sang-soo Im
95713	88	96	1948	Drama	John Huston
95714	78	72	2001	Drama	Christophe Gans
95716	50	86	1992	Drama	John Mellencamp
95718	73	88	2013	Drama	Abel Ferrara
95720	75	59	1997	Drama	Richard Friendenberg
95721	71	76	2015	Drama	Thomas Cailley
95722	72	67	1965	Drama	John Schlesinger
95723	81	85	1983	Drama	Lewis Gilbert
95724	19	40	1957	Drama	Gene Fowler Jr
95726	50	33	2005	Drama	Michael Scott Bregman
95728	67	73	2001	Drama	Frank Oz
95729	72	100	2006	Drama	Rakesh Roshan
95731	77	78	2011	Drama	Glenn Ficarra
95732	90	79	2015	Drama	Niki Caro
95733	95	95	1984	Drama	Milos Forman
95734	55	13	1999	Drama	Mark Tarlov
95735	73	50	1996	Drama	Michael Ray Rhodes
95736	46	32	1999	Drama	Irwin Winkler
95737	71	14	2013	Drama	Nathan Todd Sims
95739	84	93	1974	Drama	Robert Altman
95742	83	40	1987	Drama	Alan Rudolph
95743	70	100	1984	Drama	Richard Pearce
95747	54	93	2002	Drama	Chris Weitz
95748	88	80	1994	Drama	Giuseppe Tornatore
95749	59	67	1997	Drama	John Keitel
95753	61	76	2006	Drama	Bryan Singer
95754	41	22	2008	Drama	Darren Grant
95755	20	38	2007	Drama	Vince Di Meglio
95759	37	64	2014	Drama	Daniel Schechter
95761	56	42	2013	Drama	Richard Berry
95762	59	44	1999	Drama	Ulu Grosbard
95766	60	80	2000	Drama	John Stockwell
95767	42	69	1987	Drama	Jerry Schatzberg
95768	55	56	2011	Drama	Jaume Collet-Serra
95769	73	80	1992	Drama	Louis Malle
95770	12	0	2012	Drama	Isaac Florentine
95775	87	96	2014	Drama	Ritesh Batra
95777	28	50	2007	Drama	Dario Argento
95780	97	94	2015	Drama	Bill Condon
95784	53	83	2005	Drama	Ken Tipton
95786	88	100	2004	Drama	Wisit Sasanatieng
95787	84	78	1999	Drama	Simon Shore
95788	75	40	1985	Drama	Michael Dinner
95789	76	83	2013	Drama	Gustavo Ron
95790	62	17	2000	Drama	Michael Piznarski
95791	80	67	1998	Drama	Frank Coraci
95792	83	100	1952	Drama	Phil Karlson
95794	85	89	1995	Drama	Mike Figgis
95799	77	71	2003	Drama	Anthony Minghella
95801	27	12	2009	Drama	Marc Lawrence
95806	69	49	2007	Drama	Michael Schroeder
95807	42	50	2012	Drama	Philip Kaufman
95808	60	55	2004	Drama	Gabriele Muccino
95810	66	0	1999	Drama	Dave Meyers
95822	65	8	2004	Drama	Felix Van Groeningen
95824	44	44	2003	Drama	Austin Chick
95826	31	33	1996	Drama	Bertrand Blier
95827	88	88	2007	Drama	John Crowley
95830	75	75	1995	Drama	Claire Denis
95832	94	33	1997	Drama	Johnny Depp
95833	63	16	2007	Drama	Pratibha Parmar
95843	92	100	1958	Drama	Keisuke Kinoshita
95847	67	24	2008	Drama	Shamim Sarif
95848	78	58	2008	Drama	Gina Prince-Bythewood
95851	73	80	1992	Drama	Cameron Crowe
95854	76	79	2014	Drama	Hiroyuki Okiura
95855	82	100	1952	Drama	Jacques Becker
95860	80	100	1949	Drama	Robert Siodmak
95868	65	14	2003	Drama	Cesc Gay
95874	64	63	1985	Drama	John Badham
95875	85	86	2000	Drama	Jonathan Glazer
95876	69	83	2009	Drama	Jane Campion
95877	44	47	2013	Drama	Nick Love
95878	68	63	2011	Drama	Jonathan Hensleigh
95882	65	95	2007	Drama	Gus Van Sant
95884	82	59	2008	Drama	Ric Roman Waugh
95886	20	33	2012	Drama	Lloyd Kramer
95889	40	48	2015	Drama	Mat Whitecross
95894	73	24	1998	Drama	Forest Whitaker
95895	43	50	2008	Drama	Dan Ireland
95898	62	46	2012	Drama	Stephen Daldry
95899	56	90	2008	Drama	Andreas Dresen
95904	54	11	2011	Drama	Roland Joffé
95907	85	100	1978	Drama	Ulu Grosbard
95909	84	91	1998	Drama	Andrew Tennant
95913	53	11	2004	Drama	Mark Rosman
95918	40	40	2012	Drama	R. Alverson
95919	44	33	2012	Drama	Jim Field Smith
95922	40	56	1986	Drama	Garry Marshall
95925	54	57	2001	Drama	Edward Burns
95926	49	68	2011	Drama	Brett Ratner
95927	82	92	1964	Drama	Samuel Fuller
95929	67	84	2000	Drama	Claude Chabrol
95933	81	50	1995	Drama	Patricia Rozema
95936	83	90	2000	Drama	Robert Zemeckis
95937	36	19	1997	Drama	Daniel Taplitz
95939	45	82	2013	Drama	Bruno Dumont
95941	81	35	2011	Drama	David G. Evans
95945	89	67	1984	Drama	Claude Lelouch
95948	48	47	1986	Drama	Marshall Brickman
95949	45	26	2007	Drama	Mike Newell
95953	32	16	2009	Drama	Jonathan Glatzer
95954	44	33	1999	Drama	Paul Schrader
95956	84	87	2006	Drama	Yoji Yamada
95958	84	73	1993	Drama	Joel Schumacher
95960	59	41	2004	Drama	Zhou Sun
95961	32	43	2004	Drama	Pieter Jan Brugge
95964	63	60	1992	Drama	Barry Shils
95966	83	90	1925	Drama	Lon Chaney
95970	54	92	2015	Drama	Lisandro Alonso
95972	59	11	2015	Drama	Carey Scott
95975	89	88	1994	Drama	Kevin Smith
95976	81	84	1984	Drama	Gregory Nava
95977	86	55	1990	Drama	Ishirô Honda
95978	95	100	1954	Drama	Elia Kazan
95984	74	73	1974	Drama	Billy Wilder
95985	74	55	1999	Drama	Takashi Miike
95995	56	88	2014	Drama	Roger Michell
95996	81	89	2012	Drama	Ian Fitzgibbon
95997	23	28	2013	Drama	Bill Guttentag
96002	77	82	1998	Drama	Ferzan Ozpetek
96003	72	100	2011	Drama	Marcelo Gomes
96004	69	89	2015	Drama	Olivier Assayas
96008	36	5	2012	Drama	Derick Martini
96010	87	75	1972	Drama	Sidney J. Furie
96011	72	64	1999	Drama	Wes Craven
96013	51	42	2014	Drama	Fred Schepisi
96015	100	40	2010	Drama	Shailja Gupta
96016	87	89	1973	Drama	Kon Ichikawa
96020	62	60	1997	Drama	Oliver Stone
96021	94	98	1987	Drama	Wim Wenders
96022	56	100	1990	Drama	Jon Jost
96028	88	81	2003	Drama	Denys Arcand
96031	41	75	2005	Drama	Don McKellar
96032	54	52	2010	Drama	Shana Feste
96035	39	59	2014	Drama	Richard Shepard
96037	73	33	1997	Drama	Harmony Korine
96038	51	61	1998	Drama	David Leland
96041	64	77	2013	Drama	David Zellner
96042	34	4	2005	Drama	Mary McGuckian
96045	71	68	1974	Drama	Liliana Cavani
96050	43	50	1995	Drama	Peter Cohn
96051	44	4	2006	Drama	Martha Coolidge
96054	70	76	2007	Drama	Todd Haynes
96056	74	33	1978	Drama	Sam Peckinpah
96057	42	27	2013	Drama	Juan Diego Solanas
96058	44	52	2012	Drama	Stephen Gyllenhaal
96062	53	11	1957	Drama	Edward Dmytryk
96064	78	80	1974	Drama	Pier Paolo Pasolini
96066	79	78	2007	Drama	Ki-duk Kim
96068	83	75	1944	Drama	John Cromwell
96070	99	92	2015	Drama	Rodrigo García
96071	57	57	1971	Drama	Richard Fleischer
96072	31	61	2004	Drama	Jeff Nathanson
96073	74	85	2002	Drama	Alexander Payne
96074	82	88	2004	Drama	Andy Lau
96076	78	46	2007	Drama	Sean Ellis
96077	50	87	2014	Drama	Joanna Hogg
96083	73	100	1933	Drama	George Cukor
96084	63	100	1975	Drama	Chantal Akerman
96087	89	100	1966	Drama	William Wyler
96088	92	100	1940	Drama	Ernst Lubitsch
96091	73	47	2014	Drama	David Dobkin
96093	45	89	1973	Drama	Jack Starrett
96102	79	87	2003	Drama	Todd Haynes
96103	78	55	2010	Drama	Rob Reiner
96104	86	77	2005	Drama	Mark Levin
96106	59	80	1940	Drama	Joe May
96107	58	67	2015	Drama	Brian Falk
96109	44	71	1990	Drama	Henry Jaglom
96110	46	55	1988	Drama	Richard Benjamin
96113	68	14	2011	Drama	Matt Russell
96117	53	80	1970	Drama	Jack Smight
96118	35	51	2002	Drama	Andrew Niccol
96119	72	90	1987	Drama	Roger Donaldson
96123	78	100	1964	Drama	Paul Henreid
96126	41	55	2007	Drama	Zackary Adler
96127	41	28	2013	Drama	Allen Hughes
96132	44	71	2013	Drama	Dan Algrant
96137	69	50	1998	Drama	Mary Cybulski
96139	67	63	2005	Drama	Scott Smith
96140	75	56	2014	Drama	Giuseppe Tornatore
96143	53	28	2013	Drama	Brian Dannelly
96147	76	87	1987	Drama	Tim Hunter
96148	49	25	2014	Drama	Jessica Goldberg
96150	52	50	1987	Drama	Christopher Cain
96151	82	98	2013	Drama	Richard Linklater
96153	39	22	2014	Drama	Pascal Chaumeil
96154	57	17	1996	Drama	Reb Braddock
96156	72	73	1996	Drama	David Mark Pearce
96157	66	100	1914	Drama	Giovanni Pastrone
96158	30	8	2011	Drama	Jackie Chan
96159	33	58	1949	Drama	Alfred Hitchcock
96160	87	57	2009	Drama	Cyrus Nowrasteh
